angle	angular error	rotation error
0.96	-5.33	-0.2
		
0.96	-5.33	-0.2
		
0.96	-5.33	-0.2
		
0.96	-5.33	-0.2
		
0.96	-5.32	-0.2
		
0.96	-5.32	-0.2
		
0.96	-5.32	-0.2
		
0.96	-5.32	-0.2
		
0.97	-5.32	-0.2
		
0.97	-5.32	-0.2
		
0.97	-5.31	-0.2
		
0.97	-5.31	-0.2
		
0.97	-5.31	-0.2
		
0.97	-5.31	-0.2
		
0.97	-5.31	-0.2
		
0.97	-5.31	-0.2
		
0.97	-5.31	-0.2
		
0.98	-5.31	-0.2
		
0.98	-5.31	-0.2
		
0.98	-5.31	-0.2
		
0.98	-5.31	-0.2
		
0.98	-5.31	-0.2
		
0.98	-5.3	-0.2
		
0.98	-5.3	-0.2
		
0.98	-5.3	-0.2
		
0.98	-5.3	-0.2
		
0.99	-5.3	-0.2
		
0.99	-5.3	-0.2
		
0.99	-5.3	-0.2
		
0.99	-5.3	-0.2
		
0.99	-5.29	-0.2
		
0.99	-5.29	-0.2
		
0.99	-5.29	-0.2
		
0.99	-5.29	-0.2
		
0.99	-5.29	-0.2
		
1	-5.29	-0.2
		
1	-5.29	-0.2
		
1	-5.29	-0.2
		
1	-5.29	-0.2
		
1	-5.29	-0.2
		
1	-5.29	-0.2
		
1	-5.29	-0.2
		
1	-5.29	-0.2
		
1	-5.28	-0.2
		
1.01	-5.28	-0.2
		
1.01	-5.28	-0.2
		
1.01	-5.28	-0.2
		
1.01	-5.28	-0.2
		
1.01	-5.28	-0.2
		
1.01	-5.28	-0.2
		
1.01	-5.28	-0.2
		
1.01	-5.28	-0.2
		
1.01	-5.27	-0.2
		
1.01	-5.27	-0.2
		
1.01	-5.27	-0.2
		
1.01	-5.27	-0.2
		
1.02	-5.27	-0.2
		
1.02	-5.27	-0.2
		
1.02	-5.27	-0.2
		
1.02	-5.27	-0.2
		
1.02	-5.27	-0.2
		
1.02	-5.27	-0.2
		
1.02	-5.26	-0.2
		
1.02	-5.26	-0.2
		
1.03	-5.26	-0.2
		
1.03	-5.26	-0.2
		
1.03	-5.26	-0.2
		
1.03	-5.26	-0.2
		
1.03	-5.26	-0.2
		
1.03	-5.26	-0.2
		
1.03	-5.26	-0.2
		
1.03	-5.25	-0.2
		
1.03	-5.25	-0.2
		
1.03	-5.25	-0.2
		
1.03	-5.25	-0.2
		
1.03	-5.25	-0.2
		
1.04	-5.25	-0.4
		
1.04	-5.25	-0.4
		
1.04	-5.25	-0.4
		
1.04	-5.25	-0.4
		
1.04	-5.25	-0.4
		
1.04	-5.24	-0.4
		
1.04	-5.24	-0.4
		
1.05	-5.24	-0.4
		
1.05	-5.24	-0.4
		
1.05	-5.24	-0.4
		
1.05	-5.24	-0.4
		
1.05	-5.24	-0.4
		
1.05	-5.24	-0.4
		
1.05	-5.24	-0.4
		
1.05	-5.23	-0.4
		
1.05	-5.23	-0.4
		
1.05	-5.23	-0.4
		
1.05	-5.23	-0.4
		
1.05	-5.23	-0.4
		
1.06	-5.23	-0.4
		
1.06	-5.23	-0.4
		
1.06	-5.23	-0.4
		
1.06	-5.23	-0.4
		
1.06	-5.22	-0.4
		
1.06	-5.22	-0.4
		
1.06	-5.22	-0.4
		
1.06	-5.22	-0.4
		
1.06	-5.22	-0.4
		
1.07	-5.22	-0.4
		
1.07	-5.22	-0.4
		
1.07	-5.22	-0.4
		
1.07	-5.22	-0.4
		
1.07	-5.21	-0.4
		
1.07	-5.21	-0.4
		
1.07	-5.21	-0.4
		
1.07	-5.21	-0.4
		
1.07	-5.21	-0.4
		
1.07	-5.21	-0.4
		
1.07	-5.21	-0.4
		
1.07	-5.21	-0.4
		
1.07	-5.21	-0.4
		
1.08	-5.2	-0.4
		
1.08	-5.2	-0.4
		
1.08	-5.2	-0.4
		
1.08	-5.2	-0.4
		
1.08	-5.2	-0.4
		
1.09	-5.2	-0.4
		
1.09	-5.2	-0.4
		
1.09	-5.2	-0.4
		
1.09	-5.2	-0.4
		
1.09	-5.19	-0.4
		
1.09	-5.19	-0.4
		
1.09	-5.19	-0.4
		
1.09	-5.19	-0.4
		
1.09	-5.19	-0.4
		
1.09	-5.19	-0.4
		
1.09	-5.19	-0.4
		
1.09	-5.19	-0.4
		
1.09	-5.19	-0.4
		
1.1	-5.18	-0.4
		
1.1	-5.18	-0.4
		
1.1	-5.18	-0.4
		
1.1	-5.18	-0.4
		
1.1	-5.18	-0.4
		
1.1	-5.18	-0.4
		
1.1	-5.18	-0.4
		
1.1	-5.18	-0.4
		
1.1	-5.18	-0.4
		
1.1	-5.18	-0.4
		
1.11	-5.17	-0.4
		
1.11	-5.17	-0.4
		
1.11	-5.17	-0.4
		
1.11	-5.17	-0.4
		
1.11	-5.17	-0.4
		
1.11	-5.17	-0.4
		
1.11	-5.17	-0.4
		
1.11	-5.17	-0.4
		
1.11	-5.17	-0.4
		
1.12	-5.16	-0.4
		
1.12	-5.16	-0.4
		
1.12	-5.16	-0.4
		
1.12	-5.16	-0.4
		
1.12	-5.16	-0.4
		
1.12	-5.16	-0.4
		
1.12	-5.16	-0.4
		
1.12	-5.16	-0.4
		
1.12	-5.16	-0.2
		
1.13	-5.15	-0.2
		
1.13	-5.15	-0.2
		
1.13	-5.15	-0.2
		
1.13	-5.15	-0.2
		
1.13	-5.15	-0.2
		
1.13	-5.15	-0.2
		
1.13	-5.15	-0.2
		
1.13	-5.15	-0.2
		
1.13	-5.15	-0.2
		
1.14	-5.14	-0.2
		
1.14	-5.14	-0.2
		
1.14	-5.14	-0.2
		
1.14	-5.14	-0.2
		
1.14	-5.14	-0.2
		
1.14	-5.14	-0.2
		
1.14	-5.14	-0.2
		
1.14	-5.14	-0.2
		
1.14	-5.14	-0.2
		
1.15	-5.13	-0.2
		
1.15	-5.13	-0.4
		
1.15	-5.13	-0.4
		
1.15	-5.13	-0.4
		
1.15	-5.13	-0.4
		
1.15	-5.13	-0.4
		
1.15	-5.13	-0.4
		
1.15	-5.13	-0.4
		
1.15	-5.13	-0.4
		
1.16	-5.12	-0.4
		
1.16	-5.12	-0.4
		
1.16	-5.12	-0.4
		
1.16	-5.12	-0.4
		
1.16	-5.12	-0.4
		
1.16	-5.12	-0.4
		
1.16	-5.12	-0.4
		
1.16	-5.12	-0.4
		
1.16	-5.12	-0.4
		
1.17	-5.12	-0.4
		
1.17	-5.11	-0.4
		
1.17	-5.11	-0.4
		
1.17	-5.11	-0.4
		
1.17	-5.11	-0.4
		
1.17	-5.11	-0.4
		
1.17	-5.11	-0.4
		
1.17	-5.11	-0.4
		
1.17	-5.11	-0.4
		
1.17	-5.11	-0.4
		
1.18	-5.1	-0.4
		
1.18	-5.1	-0.4
		
1.18	-5.1	-0.4
		
1.18	-5.1	-0.4
		
1.18	-5.1	-0.4
		
1.18	-5.1	-0.4
		
1.18	-5.1	-0.4
		
1.18	-5.1	-0.4
		
1.18	-5.1	-0.4
		
1.19	-5.1	-0.4
		
1.19	-5.1	-0.4
		
1.19	-5.1	-0.4
		
1.19	-5.1	-0.4
		
1.19	-5.09	-0.4
		
1.19	-5.09	-0.4
		
1.19	-5.09	-0.4
		
1.19	-5.09	-0.4
		
1.19	-5.09	-0.4
		
1.2	-5.09	-0.4
		
1.2	-5.09	-0.4
		
1.2	-5.08	-0.4
		
1.2	-5.08	-0.4
		
1.2	-5.08	-0.4
		
1.2	-5.08	-0.4
		
1.2	-5.08	-0.61
		
1.2	-5.08	-0.61
		
1.2	-5.08	-0.61
		
1.21	-5.08	-0.61
		
1.21	-5.08	-0.61
		
1.21	-5.08	-0.61
		
1.21	-5.08	-0.61
		
1.21	-5.07	-0.61
		
1.21	-5.07	-0.61
		
1.21	-5.07	-0.61
		
1.21	-5.07	-0.61
		
1.21	-5.07	-0.61
		
1.22	-5.07	-0.61
		
1.22	-5.07	-0.61
		
1.22	-5.07	-0.61
		
1.22	-5.07	-0.61
		
1.22	-5.06	-0.61
		
1.22	-5.06	-0.61
		
1.22	-5.06	-0.61
		
1.22	-5.06	-0.61
		
1.22	-5.06	-0.61
		
1.23	-5.06	-0.61
		
1.23	-5.06	-0.61
		
1.23	-5.06	-0.61
		
1.23	-5.06	-0.61
		
1.23	-5.06	-0.61
		
1.23	-5.06	-0.61
		
1.23	-5.06	-0.61
		
1.23	-5.06	-0.61
		
1.23	-5.05	-0.61
		
1.24	-5.05	-0.61
		
1.24	-5.05	-0.61
		
1.24	-5.05	-0.61
		
1.24	-5.05	-0.61
		
1.24	-5.05	-0.61
		
1.24	-5.05	-0.61
		
1.24	-5.05	-0.61
		
1.24	-5.05	-0.61
		
1.24	-5.05	-0.61
		
1.24	-5.04	-0.61
		
1.24	-5.04	-0.61
		
1.24	-5.04	-0.61
		
1.25	-5.04	-0.61
		
1.25	-5.04	-0.61
		
1.25	-5.04	-0.61
		
1.25	-5.04	-0.61
		
1.25	-5.04	-0.61
		
1.25	-5.04	-0.61
		
1.25	-5.04	-0.61
		
1.25	-5.03	-0.61
		
1.25	-5.03	-0.61
		
1.25	-5.03	-0.61
		
1.26	-5.03	-0.61
		
1.26	-5.03	-0.61
		
1.26	-5.03	-0.61
		
1.26	-5.03	-0.61
		
1.26	-5.03	-0.61
		
1.26	-5.03	-0.61
		
1.26	-5.02	-0.61
		
1.27	-5.02	-0.61
		
1.27	-5.02	-0.61
		
1.27	-5.02	-0.61
		
1.27	-5.02	-0.61
		
1.27	-5.02	-0.61
		
1.27	-5.02	-0.61
		
1.27	-5.02	-0.61
		
1.27	-5.02	-0.61
		
1.27	-5.01	-0.61
		
1.27	-5.01	-0.61
		
1.27	-5.01	-0.61
		
1.28	-5.01	-0.61
		
1.28	-5.01	-0.61
		
1.28	-5.01	-0.61
		
1.28	-5.01	-0.61
		
1.28	-5.01	-0.61
		
1.28	-5.01	-0.61
		
1.28	-5	-0.61
		
1.29	-5	-0.61
		
1.29	-5	-0.61
		
1.29	-5	-0.61
		
1.29	-5	-0.61
		
1.29	-5	-0.61
		
1.29	-5	-0.61
		
1.29	-5	-0.61
		
1.29	-5	-0.61
		
1.29	-4.99	-0.61
		
1.29	-4.99	-0.61
		
1.3	-4.99	-0.61
		
1.3	-4.99	-0.61
		
1.3	-4.99	-0.61
		
1.3	-4.99	-0.61
		
1.3	-4.99	-0.61
		
1.3	-4.99	-0.61
		
1.3	-4.99	-0.61
		
1.31	-4.98	-0.61
		
1.31	-4.98	-0.61
		
1.31	-4.98	-0.61
		
1.31	-4.98	-0.61
		
1.31	-4.98	-0.61
		
1.31	-4.98	-0.61
		
1.31	-4.97	-0.61
		
1.31	-4.97	-0.61
		
1.31	-4.97	-0.61
		
1.32	-4.97	-0.61
		
1.32	-4.97	-0.61
		
1.32	-4.97	-0.61
		
1.32	-4.97	-0.61
		
1.32	-4.97	-0.61
		
1.32	-4.97	-0.61
		
1.32	-4.96	-0.61
		
1.32	-4.96	-0.61
		
1.32	-4.96	-0.61
		
1.32	-4.96	-0.61
		
1.33	-4.96	-0.61
		
1.33	-4.96	-0.61
		
1.33	-4.96	-0.61
		
1.33	-4.95	-0.61
		
1.33	-4.95	-0.61
		
1.33	-4.95	-0.61
		
1.33	-4.95	-0.61
		
1.33	-4.95	-0.61
		
1.33	-4.95	-0.61
		
1.34	-4.95	-0.61
		
1.34	-4.95	-0.61
		
1.34	-4.94	-0.61
		
1.34	-4.94	-0.61
		
1.34	-4.94	-0.61
		
1.34	-4.94	-0.61
		
1.34	-4.94	-0.61
		
1.34	-4.94	-0.61
		
1.34	-4.94	-0.61
		
1.35	-4.93	-0.61
		
1.35	-4.93	-0.61
		
1.35	-4.93	-0.61
		
1.35	-4.93	-0.61
		
1.35	-4.93	-0.61
		
1.35	-4.93	-0.61
		
1.35	-4.93	-0.61
		
1.35	-4.93	-0.61
		
1.35	-4.93	-0.61
		
1.36	-4.93	-0.61
		
1.36	-4.92	-0.61
		
1.36	-4.92	-0.61
		
1.36	-4.92	-0.61
		
1.36	-4.92	-0.61
		
1.36	-4.92	-0.61
		
1.36	-4.92	-0.61
		
1.36	-4.92	-0.61
		
1.36	-4.92	-0.61
		
1.37	-4.91	-0.61
		
1.37	-4.91	-0.61
		
1.37	-4.91	-0.61
		
1.37	-4.91	-0.61
		
1.37	-4.91	-0.61
		
1.37	-4.91	-0.61
		
1.37	-4.91	-0.61
		
1.37	-4.91	-0.61
		
1.37	-4.91	-0.61
		
1.38	-4.9	-0.61
		
1.38	-4.9	-0.61
		
1.38	-4.9	-0.61
		
1.38	-4.9	-0.61
		
1.38	-4.9	-0.61
		
1.38	-4.9	-0.61
		
1.38	-4.9	-0.61
		
1.38	-4.9	-0.61
		
1.38	-4.9	-0.61
		
1.39	-4.9	-0.61
		
1.39	-4.89	-0.61
		
1.39	-4.89	-0.61
		
1.39	-4.89	-0.61
		
1.39	-4.89	-0.61
		
1.39	-4.89	-0.61
		
1.39	-4.89	-0.61
		
1.39	-4.89	-0.61
		
1.39	-4.89	-0.61
		
1.39	-4.89	-0.61
		
1.4	-4.88	-0.61
		
1.4	-4.88	-0.61
		
1.4	-4.88	-0.61
		
1.4	-4.88	-0.61
		
1.4	-4.88	-0.61
		
1.4	-4.88	-0.61
		
1.4	-4.88	-0.61
		
1.4	-4.88	-0.61
		
1.4	-4.88	-0.61
		
1.41	-4.87	-0.61
		
1.41	-4.87	-0.61
		
1.41	-4.87	-0.61
		
1.41	-4.87	-0.61
		
1.41	-4.87	-0.61
		
1.41	-4.87	-0.61
		
1.41	-4.87	-0.61
		
1.41	-4.87	-0.61
		
1.41	-4.87	-0.61
		
1.42	-4.86	-0.61
		
1.42	-4.86	-0.61
		
1.42	-4.86	-0.61
		
1.42	-4.86	-0.61
		
1.42	-4.86	-0.61
		
1.42	-4.86	-0.61
		
1.42	-4.86	-0.61
		
1.42	-4.86	-0.61
		
1.42	-4.86	-0.61
		
1.43	-4.85	-0.61
		
1.43	-4.85	-0.61
		
1.43	-4.85	-0.61
		
1.43	-4.85	-0.61
		
1.43	-4.85	-0.61
		
1.43	-4.85	-0.61
		
1.43	-4.85	-0.61
		
1.43	-4.85	-0.61
		
1.43	-4.85	-0.61
		
1.44	-4.84	-0.61
		
1.44	-4.84	-0.61
		
1.44	-4.84	-0.61
		
1.44	-4.84	-0.61
		
1.44	-4.84	-0.61
		
1.44	-4.84	-0.61
		
1.44	-4.84	-0.61
		
1.44	-4.84	-0.61
		
1.44	-4.84	-0.61
		
1.45	-4.83	-0.61
		
1.45	-4.83	-0.61
		
1.45	-4.83	-0.61
		
1.45	-4.83	-0.61
		
1.45	-4.83	-0.61
		
1.45	-4.83	-0.61
		
1.45	-4.83	-0.61
		
1.45	-4.83	-0.61
		
1.45	-4.83	-0.61
		
1.46	-4.82	-0.61
		
1.46	-4.82	-0.61
		
1.46	-4.82	-0.61
		
1.46	-4.82	-0.61
		
1.46	-4.82	-0.61
		
1.46	-4.82	-0.61
		
1.46	-4.82	-0.61
		
1.46	-4.82	-0.61
		
1.46	-4.82	-0.61
		
1.47	-4.81	-0.61
		
1.47	-4.81	-0.61
		
1.47	-4.81	-0.61
		
1.47	-4.81	-0.61
		
1.47	-4.81	-0.61
		
1.47	-4.81	-0.61
		
1.47	-4.81	-0.61
		
1.47	-4.81	-0.61
		
1.47	-4.81	-0.61
		
1.48	-4.81	-0.61
		
1.48	-4.8	-0.61
		
1.48	-4.8	-0.61
		
1.48	-4.8	-0.61
		
1.48	-4.8	-0.61
		
1.48	-4.8	-0.61
		
1.48	-4.8	-0.61
		
1.48	-4.8	-0.61
		
1.48	-4.8	-0.61
		
1.48	-4.8	-0.61
		
1.49	-4.79	-0.61
		
1.49	-4.79	-0.61
		
1.49	-4.79	-0.61
		
1.49	-4.79	-0.61
		
1.49	-4.79	-0.61
		
1.5	-4.79	-0.61
		
1.5	-4.79	-0.61
		
1.5	-4.79	-0.61
		
1.5	-4.79	-0.61
		
1.5	-4.78	-0.61
		
1.5	-4.78	-0.61
		
1.5	-4.78	-0.61
		
1.5	-4.78	-0.61
		
1.5	-4.78	-0.61
		
1.5	-4.78	-0.61
		
1.51	-4.78	-0.61
		
1.51	-4.78	-0.61
		
1.51	-4.78	-0.61
		
1.51	-4.77	-0.61
		
1.51	-4.77	-0.61
		
1.51	-4.77	-0.61
		
1.51	-4.77	-0.61
		
1.52	-4.77	-0.61
		
1.52	-4.77	-0.61
		
1.52	-4.77	-0.61
		
1.52	-4.77	-0.61
		
1.52	-4.77	-0.61
		
1.52	-4.76	-0.61
		
1.52	-4.76	-0.61
		
1.52	-4.76	-0.61
		
1.52	-4.76	-0.61
		
1.52	-4.76	-0.61
		
1.52	-4.76	-0.61
		
1.52	-4.76	-0.61
		
1.53	-4.76	-0.61
		
1.53	-4.76	-0.61
		
1.53	-4.75	-0.61
		
1.53	-4.75	-0.61
		
1.53	-4.75	-0.61
		
1.54	-4.75	-0.61
		
1.54	-4.75	-0.61
		
1.54	-4.75	-0.61
		
1.54	-4.75	-0.61
		
1.54	-4.75	-0.61
		
1.54	-4.75	-0.61
		
1.54	-4.74	-0.61
		
1.54	-4.74	-0.61
		
1.54	-4.74	-0.61
		
1.54	-4.74	-0.61
		
1.54	-4.74	-0.61
		
1.55	-4.74	-0.61
		
1.55	-4.74	-0.61
		
1.55	-4.74	-0.61
		
1.55	-4.74	-0.61
		
1.55	-4.74	-0.61
		
1.55	-4.73	-0.61
		
1.55	-4.73	-0.61
		
1.55	-4.73	-0.61
		
1.55	-4.73	-0.61
		
1.55	-4.73	-0.61
		
1.55	-4.73	-0.61
		
1.55	-4.73	-0.61
		
1.56	-4.73	-0.61
		
1.56	-4.73	-0.61
		
1.56	-4.72	-0.61
		
1.56	-4.72	-0.61
		
1.56	-4.72	-0.61
		
1.56	-4.72	-0.61
		
1.57	-4.72	-0.61
		
1.57	-4.72	-0.61
		
1.57	-4.72	-0.61
		
1.57	-4.72	-0.61
		
1.57	-4.72	-0.61
		
1.57	-4.71	-0.61
		
1.57	-4.71	-0.61
		
1.57	-4.71	-0.61
		
1.57	-4.71	-0.61
		
1.58	-4.71	-0.61
		
1.58	-4.71	-0.61
		
1.58	-4.71	-0.61
		
1.58	-4.71	-0.61
		
1.58	-4.71	-0.61
		
1.58	-4.7	-0.61
		
1.59	-4.7	-0.61
		
1.59	-4.7	-0.61
		
1.59	-4.7	-0.61
		
1.59	-4.7	-0.61
		
1.59	-4.7	-0.61
		
1.59	-4.7	-0.61
		
1.59	-4.7	-0.61
		
1.59	-4.7	-0.61
		
1.59	-4.69	-0.61
		
1.59	-4.69	-0.61
		
1.6	-4.69	-0.61
		
1.6	-4.69	-0.61
		
1.6	-4.69	-0.61
		
1.6	-4.69	-0.61
		
1.6	-4.69	-0.61
		
1.6	-4.69	-0.61
		
1.6	-4.69	-0.61
		
1.61	-4.68	-0.61
		
1.61	-4.68	-0.61
		
1.61	-4.68	-0.61
		
1.61	-4.68	-0.61
		
1.61	-4.68	-0.61
		
1.61	-4.68	-0.61
		
1.61	-4.68	-0.61
		
1.61	-4.68	-0.61
		
1.61	-4.68	-0.61
		
1.61	-4.67	-0.61
		
1.61	-4.67	-0.61
		
1.62	-4.67	-0.61
		
1.62	-4.67	-0.61
		
1.62	-4.67	-0.61
		
1.62	-4.67	-0.61
		
1.62	-4.67	-0.61
		
1.62	-4.67	-0.61
		
1.62	-4.67	-0.61
		
1.62	-4.67	-0.61
		
1.62	-4.66	-0.61
		
1.63	-4.66	-0.61
		
1.63	-4.66	-0.61
		
1.63	-4.66	-0.61
		
1.63	-4.66	-0.61
		
1.63	-4.66	-0.61
		
1.63	-4.66	-0.61
		
1.63	-4.66	-0.61
		
1.63	-4.66	-0.61
		
1.63	-4.65	-0.61
		
1.63	-4.65	-0.61
		
1.64	-4.65	-0.61
		
1.64	-4.65	-0.61
		
1.64	-4.65	-0.61
		
1.64	-4.65	-0.61
		
1.64	-4.65	-0.61
		
1.64	-4.65	-0.61
		
1.64	-4.65	-0.61
		
1.65	-4.64	-0.61
		
1.65	-4.64	-0.61
		
1.65	-4.64	-0.61
		
1.65	-4.64	-0.61
		
1.65	-4.64	-0.61
		
1.65	-4.64	-0.61
		
1.65	-4.64	-0.61
		
1.65	-4.64	-0.61
		
1.65	-4.63	-0.61
		
1.65	-4.63	-0.61
		
1.66	-4.63	-0.61
		
1.66	-4.63	-0.61
		
1.66	-4.63	-0.61
		
1.66	-4.63	-0.61
		
1.66	-4.63	-0.61
		
1.66	-4.63	-0.61
		
1.66	-4.63	-0.61
		
1.66	-4.63	-0.61
		
1.67	-4.62	-0.61
		
1.67	-4.62	-0.61
		
1.67	-4.62	-0.61
		
1.67	-4.62	-0.61
		
1.67	-4.62	-0.61
		
1.67	-4.62	-0.61
		
1.67	-4.62	-0.61
		
1.67	-4.62	-0.61
		
1.67	-4.61	-0.61
		
1.67	-4.61	-0.61
		
1.67	-4.61	-0.61
		
1.68	-4.61	-0.61
		
1.68	-4.61	-0.61
		
1.68	-4.61	-0.61
		
1.68	-4.61	-0.61
		
1.68	-4.61	-0.61
		
1.68	-4.61	-0.61
		
1.68	-4.61	-0.61
		
1.69	-4.6	-0.61
		
1.69	-4.6	-0.61
		
1.69	-4.6	-0.61
		
1.69	-4.6	-0.61
		
1.69	-4.6	-0.61
		
1.69	-4.6	-0.61
		
1.69	-4.6	-0.61
		
1.69	-4.6	-0.61
		
1.69	-4.6	-0.61
		
1.69	-4.59	-0.61
		
1.7	-4.59	-0.61
		
1.7	-4.59	-0.61
		
1.7	-4.59	-0.61
		
1.7	-4.59	-0.61
		
1.7	-4.59	-0.61
		
1.7	-4.59	-0.61
		
1.7	-4.59	-0.61
		
1.7	-4.59	-0.61
		
1.7	-4.59	-0.61
		
1.7	-4.58	-0.61
		
1.7	-4.58	-0.61
		
1.7	-4.58	-0.61
		
1.7	-4.58	-0.61
		
1.71	-4.58	-0.61
		
1.71	-4.58	-0.61
		
1.71	-4.58	-0.61
		
1.71	-4.58	-0.61
		
1.71	-4.58	-0.61
		
1.71	-4.57	-0.61
		
1.72	-4.57	-0.61
		
1.72	-4.57	-0.61
		
1.72	-4.57	-0.61
		
1.72	-4.57	-0.61
		
1.72	-4.57	-0.61
		
1.72	-4.57	-0.61
		
1.72	-4.57	-0.61
		
1.72	-4.57	-0.61
		
1.72	-4.56	-0.61
		
1.73	-4.56	-0.61
		
1.73	-4.56	-0.61
		
1.73	-4.56	-0.61
		
1.73	-4.56	-0.61
		
1.73	-4.56	-0.61
		
1.73	-4.56	-0.61
		
1.73	-4.56	-0.61
		
1.73	-4.56	-0.61
		
1.74	-4.55	-0.61
		
1.74	-4.55	-0.61
		
1.74	-4.55	-0.61
		
1.74	-4.55	-0.61
		
1.74	-4.55	-0.61
		
1.74	-4.55	-0.61
		
1.74	-4.55	-0.61
		
1.74	-4.55	-0.61
		
1.74	-4.55	-0.61
		
1.74	-4.54	-0.61
		
1.74	-4.54	-0.61
		
1.74	-4.54	-0.61
		
1.74	-4.54	-0.61
		
1.75	-4.54	-0.61
		
1.75	-4.54	-0.61
		
1.75	-4.54	-0.61
		
1.75	-4.54	-0.61
		
1.75	-4.54	-0.61
		
1.75	-4.53	-0.61
		
1.75	-4.53	-0.61
		
1.76	-4.53	-0.61
		
1.76	-4.53	-0.61
		
1.76	-4.53	-0.61
		
1.76	-4.53	-0.61
		
1.76	-4.53	-0.61
		
1.76	-4.53	-0.61
		
1.76	-4.53	-0.61
		
1.76	-4.52	-0.61
		
1.76	-4.52	-0.61
		
1.77	-4.52	-0.61
		
1.77	-4.52	-0.61
		
1.77	-4.52	-0.61
		
1.77	-4.52	-0.61
		
1.77	-4.52	-0.61
		
1.77	-4.52	-0.61
		
1.77	-4.52	-0.61
		
1.77	-4.52	-0.61
		
1.78	-4.51	-0.61
		
1.78	-4.51	-0.61
		
1.78	-4.51	-0.61
		
1.78	-4.51	-0.61
		
1.78	-4.51	-0.61
		
1.78	-4.51	-0.61
		
1.78	-4.51	-0.61
		
1.78	-4.5	-0.61
		
1.78	-4.5	-0.61
		
1.79	-4.5	-0.61
		
1.79	-4.5	-0.61
		
1.79	-4.5	-0.61
		
1.79	-4.5	-0.61
		
1.79	-4.5	-0.61
		
1.79	-4.5	-0.61
		
1.79	-4.5	-0.61
		
1.79	-4.49	-0.61
		
1.79	-4.49	-0.61
		
1.8	-4.49	-0.61
		
1.8	-4.49	-0.61
		
1.8	-4.49	-0.61
		
1.8	-4.49	-0.61
		
1.8	-4.48	-0.61
		
1.8	-4.48	-0.61
		
1.8	-4.48	-0.61
		
1.8	-4.48	-0.61
		
1.8	-4.48	-0.61
		
1.81	-4.48	-0.61
		
1.81	-4.48	-0.61
		
1.81	-4.48	-0.61
		
1.81	-4.48	-0.61
		
1.81	-4.48	-0.61
		
1.81	-4.48	-0.61
		
1.81	-4.47	-0.61
		
1.81	-4.47	-0.61
		
1.81	-4.47	-0.61
		
1.82	-4.47	-0.61
		
1.82	-4.47	-0.61
		
1.82	-4.47	-0.61
		
1.82	-4.47	-0.61
		
1.82	-4.47	-0.61
		
1.82	-4.47	-0.61
		
1.82	-4.47	-0.61
		
1.82	-4.46	-0.61
		
1.82	-4.46	-0.61
		
1.83	-4.46	-0.61
		
1.83	-4.46	-0.61
		
1.83	-4.46	-0.61
		
1.83	-4.45	-0.61
		
1.83	-4.45	-0.61
		
1.83	-4.45	-0.61
		
1.83	-4.45	-0.61
		
1.83	-4.45	-0.61
		
1.83	-4.45	-0.61
		
1.84	-4.45	-0.61
		
1.84	-4.45	-0.61
		
1.84	-4.45	-0.61
		
1.84	-4.45	-0.61
		
1.84	-4.44	-0.61
		
1.84	-4.44	-0.61
		
1.84	-4.44	-0.61
		
1.84	-4.44	-0.61
		
1.84	-4.44	-0.61
		
1.85	-4.44	-0.61
		
1.85	-4.43	-0.61
		
1.85	-4.43	-0.61
		
1.85	-4.43	-0.61
		
1.85	-4.43	-0.61
		
1.85	-4.43	-0.61
		
1.85	-4.43	-0.61
		
1.85	-4.43	-0.61
		
1.85	-4.43	-0.61
		
1.85	-4.43	-0.61
		
1.86	-4.43	-0.61
		
1.86	-4.42	-0.61
		
1.86	-4.42	-0.61
		
1.86	-4.42	-0.61
		
1.86	-4.42	-0.61
		
1.86	-4.42	-0.61
		
1.86	-4.42	-0.61
		
1.86	-4.42	-0.61
		
1.86	-4.42	-0.61
		
1.87	-4.41	-0.61
		
1.87	-4.41	-0.61
		
1.87	-4.41	-0.61
		
1.87	-4.41	-0.61
		
1.87	-4.41	-0.61
		
1.87	-4.41	-0.61
		
1.87	-4.41	-0.61
		
1.87	-4.41	-0.61
		
1.87	-4.41	-0.61
		
1.88	-4.4	-0.61
		
1.88	-4.4	-0.61
		
1.88	-4.4	-0.61
		
1.88	-4.4	-0.61
		
1.88	-4.4	-0.61
		
1.88	-4.4	-0.61
		
1.88	-4.4	-0.61
		
1.88	-4.4	-0.61
		
1.88	-4.4	-0.61
		
1.89	-4.39	-0.61
		
1.89	-4.39	-0.61
		
1.89	-4.39	-0.61
		
1.89	-4.39	-0.61
		
1.89	-4.39	-0.61
		
1.89	-4.39	-0.61
		
1.89	-4.39	-0.61
		
1.89	-4.39	-0.61
		
1.89	-4.39	-0.61
		
1.9	-4.38	-0.61
		
1.9	-4.38	-0.61
		
1.9	-4.38	-0.61
		
1.9	-4.38	-0.61
		
1.9	-4.38	-0.61
		
1.9	-4.38	-0.61
		
1.9	-4.38	-0.61
		
1.9	-4.38	-0.61
		
1.9	-4.38	-0.61
		
1.91	-4.37	-0.61
		
1.91	-4.37	-0.61
		
1.91	-4.37	-0.61
		
1.91	-4.37	-0.61
		
1.91	-4.37	-0.61
		
1.91	-4.37	-0.61
		
1.91	-4.37	-0.61
		
1.91	-4.37	-0.61
		
1.91	-4.37	-0.61
		
1.92	-4.36	-0.61
		
